variant,label,step,mean_reward,std_reward_across_seeds,n_seeds,n_points
full_o2o_iql,Full O2O-IQL,28057,-0.3083376422607391,0.0,1,1
full_o2o_iql,Full O2O-IQL,28096,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,28222,-0.026190476190476167,0.0,1,1
full_o2o_iql,Full O2O-IQL,28386,-15.515839865248266,0.0,1,1
full_o2o_iql,Full O2O-IQL,28469,-9.258880323893417,0.0,1,1
full_o2o_iql,Full O2O-IQL,28636,-0.83966902837528,0.0,1,1
full_o2o_iql,Full O2O-IQL,28642,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,28732,-15.760371990826936,0.0,1,1
full_o2o_iql,Full O2O-IQL,28883,-0.4647536443953594,0.0,1,1
full_o2o_iql,Full O2O-IQL,28943,-0.11908316302013612,0.0,1,1
full_o2o_iql,Full O2O-IQL,29039,-31.30617077650842,0.0,1,1
full_o2o_iql,Full O2O-IQL,29045,-0.10490566054427723,0.0,1,1
full_o2o_iql,Full O2O-IQL,29112,-0.06923825555190703,0.0,1,1
full_o2o_iql,Full O2O-IQL,29175,-0.05037663741612728,0.0,1,1
full_o2o_iql,Full O2O-IQL,29268,-0.5242870218467067,0.0,1,1
full_o2o_iql,Full O2O-IQL,29333,-0.08195328116781131,0.0,1,1
full_o2o_iql,Full O2O-IQL,29606,-0.09706251565088402,0.0,1,1
full_o2o_iql,Full O2O-IQL,29616,-17.10531455242588,0.0,1,1
full_o2o_iql,Full O2O-IQL,29622,-5.382688674485269,0.0,1,1
full_o2o_iql,Full O2O-IQL,29949,-2.7198458494551208,0.0,1,1
full_o2o_iql,Full O2O-IQL,29962,-6.862270059236585,0.0,1,1
full_o2o_iql,Full O2O-IQL,30089,-29.537025277013164,0.0,1,1
full_o2o_iql,Full O2O-IQL,30291,-5.839314930814628,0.0,1,1
full_o2o_iql,Full O2O-IQL,30306,-0.2822175572773752,0.0,1,1
full_o2o_iql,Full O2O-IQL,30398,-25.78724617830558,0.0,1,1
full_o2o_iql,Full O2O-IQL,30402,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,30537,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,30562,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,30575,-5.457954093156163,0.0,1,1
full_o2o_iql,Full O2O-IQL,30735,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,30756,-1.217966525168129,1.1252054743632574,2,2
full_o2o_iql,Full O2O-IQL,30930,0.0,0.0,1,1
